transaction_id,account_age_days,credit_score_band,kyc_level,avg_monthly_spend,transaction_amount,is_international,ip_risk_score,txn_count_1h,txn_count_24h,failed_txn_count_24h,geo_distance_from_last_txn,amount_deviation_from_user_mean,is_weekend,payment_channel_card,payment_channel_upi,payment_channel_wallet,device_type_mobile,device_type_tablet
18802,915,3,3,4055.917368,4604.272997,0,0.120361,1,2,0,78.906418,4469.075751,0,1.0,0.0,0.0,1.0,0.0
86878,1261,5,3,2175.614064,3023.511445,0,0.495323,0,3,0,66.300681,2950.990976,0,1.0,0.0,0.0,1.0,0.0
30352,1320,4,2,16262.228023,2361.582283,0,0.440364,1,2,1,51.904231,1819.508016,0,1.0,0.0,0.0,1.0,0.0
11155,1113,1,2,8025.117441,3549.675566,0,0.247081,2,3,0,46.183629,3282.171651,1,0.0,0.0,1.0,1.0,0.0
342988,74,4,3,6030.701997,2268.654413,0,0.558255,0,3,0,6.428766,2067.631013,1,0.0,0.0,1.0,1.0,0.0
343421,1140,5,3,2957.390964,836.716701,0,0.346512,0,3,0,49.508036,738.137002,0,0.0,0.0,1.0,0.0,0.0
66181,1800,5,1,6993.300577,4357.999827,0,0.243182,2,2,1,51.984209,4124.889808,0,0.0,0.0,1.0,1.0,0.0
105886,1003,4,1,6165.487433,2124.14578,0,0.330278,2,6,2,31.458017,1918.629532,0,1.0,0.0,0.0,1.0,0.0
327617,891,5,2,9827.90567,3692.262487,1,0.287211,2,4,0,41.336835,3364.665631,0,0.0,1.0,0.0,0.0,1.0
5478,444,4,1,3079.87451,1501.159727,0,0.262527,0,6,0,7.797908,1398.497244,1,0.0,1.0,0.0,1.0,0.0
83452,748,3,1,7505.016465,5038.114019,0,0.397555,1,5,0,86.814156,4787.946804,1,1.0,0.0,0.0,1.0,0.0
373584,463,2,2,6891.933673,716.111266,0,0.306297,1,1,0,46.114138,486.380144,0,0.0,0.0,0.0,1.0,0.0
358814,89,1,3,7232.396925,1071.097548,0,0.548188,3,2,3,10.375042,830.01765,0,0.0,1.0,0.0,1.0,0.0
65994,414,3,2,3032.39388,2492.146967,0,0.354938,0,5,2,51.504751,2391.067171,0,1.0,0.0,0.0,0.0,0.0
283965,1822,5,2,13410.20967,1623.201167,0,0.537446,0,4,0,81.345575,1176.194178,1,0.0,0.0,1.0,0.0,0.0
161639,1343,2,1,5054.426948,1017.797967,0,0.292039,0,4,1,49.945471,849.317069,0,1.0,0.0,0.0,1.0,0.0
166901,690,5,1,4862.785773,2677.254601,0,0.396314,2,4,1,74.139719,2515.161741,1,0.0,1.0,0.0,1.0,0.0
195778,309,1,2,2763.236074,2992.7378,0,0.139405,1,4,0,40.690456,2900.62993,1,0.0,0.0,0.0,0.0,0.0
270107,1372,5,2,6367.797001,2884.93226,0,0.473005,1,0,0,27.972503,2672.67236,1,0.0,1.0,0.0,1.0,0.0
270368,552,5,2,3207.504939,7134.231488,0,0.22214,1,4,0,3.700662,7027.314657,0,0.0,1.0,0.0,1.0,0.0
180252,1508,2,3,2461.663876,815.178831,0,0.321558,0,3,0,13.656035,733.123368,0,1.0,0.0,0.0,1.0,0.0
47094,980,5,1,1697.659745,591.344724,0,0.139185,0,0,0,52.297159,534.756066,1,0.0,0.0,1.0,1.0,0.0
90119,446,5,2,4997.664611,1408.343054,0,0.137253,1,2,0,17.075599,1241.754234,1,1.0,0.0,0.0,1.0,0.0
129385,1343,3,3,3209.171299,1751.668672,0,0.162054,1,5,0,75.339627,1644.696295,0,0.0,1.0,0.0,0.0,0.0
369418,1978,3,2,8909.711954,289.539953,0,0.633246,1,2,0,68.384068,-7.450446,0,1.0,0.0,0.0,1.0,0.0
63751,848,3,3,5303.247657,4367.462863,0,0.352708,0,0,0,11.635509,4190.687941,0,0.0,1.0,0.0,0.0,0.0
202354,1061,5,3,5287.180376,2707.449342,0,0.176439,1,3,0,4.999636,2531.209997,0,1.0,0.0,0.0,1.0,0.0
14880,1545,1,1,4912.04888,1018.775703,1,0.262775,3,2,1,55.459646,855.04074,1,1.0,0.0,0.0,1.0,0.0
125341,1964,2,3,5742.304405,4072.88933,0,0.663602,1,1,1,28.751439,3881.479184,0,0.0,0.0,1.0,1.0,0.0
91233,328,2,1,5870.515511,3726.690898,0,0.258387,3,3,0,5.339955,3531.007047,1,0.0,1.0,0.0,0.0,0.0
83891,1565,4,1,5387.871991,1556.142547,0,0.380344,2,6,1,22.716545,1376.546814,0,1.0,0.0,0.0,1.0,0.0
264037,1371,2,2,1660.318517,9921.652775,0,0.471109,0,4,0,20.087886,9866.308824,0,0.0,1.0,0.0,0.0,0.0
240112,1934,3,3,6785.612465,1594.310907,1,0.164056,1,2,0,16.26589,1368.123825,1,1.0,0.0,0.0,1.0,0.0
27668,850,5,3,522.232572,2094.664423,0,0.214205,2,7,0,40.451938,2077.25667,0,1.0,0.0,0.0,0.0,0.0
388207,961,3,2,6505.464264,2106.427478,0,0.40277,2,4,0,55.643728,1889.578669,1,0.0,0.0,0.0,1.0,0.0
6898,1553,3,2,2577.91257,642.745882,0,0.571458,1,4,1,17.757351,556.815463,0,0.0,0.0,0.0,1.0,0.0
170572,1189,3,2,1738.495329,1565.885688,0,0.101945,0,0,0,3.208402,1507.935843,0,1.0,0.0,0.0,1.0,0.0
260397,1577,5,1,6110.518475,1299.814012,0,0.348105,0,6,0,18.690049,1096.130063,0,1.0,0.0,0.0,0.0,1.0
244507,587,3,3,6199.926562,87.651408,0,0.214318,3,5,1,77.32493,-119.012811,0,1.0,0.0,0.0,0.0,0.0
227682,1557,1,1,2785.582504,2096.702336,0,0.444088,2,7,0,36.412636,2003.849586,0,1.0,0.0,0.0,1.0,0.0
158934,173,4,3,4038.594274,2887.887825,0,0.363568,1,3,1,6.574337,2753.268016,0,0.0,1.0,0.0,1.0,0.0
10390,1281,3,3,2084.143018,1063.817652,0,0.34911,0,5,0,5.647568,994.346218,0,0.0,1.0,0.0,0.0,0.0
199571,163,4,2,8386.184567,5274.687621,0,0.15006,1,4,0,15.407163,4995.148136,0,1.0,0.0,0.0,1.0,0.0
362282,793,4,2,3535.755362,1609.032733,0,0.57296,0,2,0,19.510472,1491.174221,0,0.0,0.0,1.0,1.0,0.0
197754,41,3,2,17452.143447,2879.817774,0,0.235157,0,2,0,7.091514,2298.079659,0,0.0,0.0,1.0,1.0,0.0
203521,1019,3,3,3249.162988,1782.209787,1,0.105777,1,1,0,3.975147,1673.904354,0,0.0,1.0,0.0,0.0,1.0
249916,395,2,1,6708.324883,1098.034467,0,0.334176,1,2,1,55.407523,874.423637,0,1.0,0.0,0.0,1.0,0.0
374563,1424,3,3,909.744063,4959.73779,0,0.22778,0,2,0,0.975645,4929.412988,0,1.0,0.0,0.0,1.0,0.0
286383,1399,5,3,1175.567438,2040.05406,0,0.128644,0,3,0,44.326457,2000.868479,0,1.0,0.0,0.0,1.0,0.0
369096,101,5,3,5093.191699,2624.000998,0,0.415941,2,2,0,30.417105,2454.227942,0,0.0,1.0,0.0,1.0,0.0
347604,1760,1,3,4283.0306,447.34248,0,0.366631,1,3,0,5.774947,304.574793,0,1.0,0.0,0.0,1.0,0.0
8177,187,3,2,7259.981718,909.792473,0,0.119208,3,6,0,16.525277,667.793082,0,0.0,1.0,0.0,0.0,1.0
375064,1852,2,1,4425.990343,10032.737711,0,0.177703,0,3,0,12.197927,9885.2047,0,0.0,1.0,0.0,1.0,0.0
117454,407,1,2,3534.447001,1199.973015,0,0.255396,1,2,0,143.694015,1082.158115,1,0.0,0.0,0.0,1.0,0.0
74349,1792,1,3,5016.675175,1339.31379,0,0.471765,1,4,1,15.766191,1172.091284,0,0.0,0.0,1.0,0.0,0.0
45745,1076,2,1,4220.572065,6105.072144,1,0.196255,3,3,1,43.018854,5964.386408,0,1.0,0.0,0.0,1.0,0.0
376914,521,1,3,7236.752613,1960.592028,0,0.204066,2,5,0,17.21454,1719.366941,1,0.0,0.0,1.0,1.0,0.0
241610,76,3,2,1697.055012,1775.863721,0,0.270685,1,0,0,32.498289,1719.295221,0,1.0,0.0,0.0,1.0,0.0
229736,1360,3,1,2659.562018,2692.85282,0,0.202422,1,1,0,43.319522,2604.200753,0,1.0,0.0,0.0,0.0,0.0
239777,1240,3,2,2294.159544,5768.581223,0,0.314616,2,7,0,57.530097,5692.109238,0,1.0,0.0,0.0,0.0,0.0
133541,700,1,3,7037.045392,2548.803006,0,0.364394,0,2,1,20.941962,2314.234826,0,0.0,1.0,0.0,0.0,0.0
45108,890,4,3,3577.139334,1837.025064,0,0.152518,1,2,0,5.752528,1717.787086,0,0.0,0.0,0.0,1.0,0.0
244865,854,2,1,4377.504751,1593.167132,0,0.172428,0,1,0,69.36667,1447.250307,0,0.0,0.0,1.0,0.0,0.0
297233,715,3,2,6106.406127,2231.938875,0,0.326166,0,1,0,58.184127,2028.392004,0,0.0,1.0,0.0,1.0,0.0
31729,815,3,3,4946.675458,2210.311087,0,0.630567,1,4,0,27.714622,2045.421905,1,0.0,1.0,0.0,0.0,0.0
337540,54,4,1,2502.184103,1775.21579,0,0.216225,2,4,0,43.277169,1691.809653,1,0.0,0.0,0.0,0.0,0.0
166034,173,5,2,2853.859954,1545.832183,0,0.193193,2,2,0,34.717975,1450.703518,0,1.0,0.0,0.0,1.0,0.0
196320,691,4,3,1228.323857,3088.300603,0,0.224583,4,4,0,9.176254,3047.356474,0,1.0,0.0,0.0,0.0,0.0
101899,85,2,3,2119.670029,911.654374,0,0.162082,1,1,0,54.185122,840.998706,0,1.0,0.0,0.0,1.0,0.0
142713,1545,1,2,7750.404742,5400.563383,0,0.290052,0,4,0,3.002242,5142.216558,0,1.0,0.0,0.0,1.0,0.0
129141,262,5,2,5024.417226,784.143591,0,0.050651,0,1,0,39.108297,616.663016,1,1.0,0.0,0.0,0.0,0.0
368185,349,4,2,15441.538392,4386.173579,0,0.104716,2,4,0,14.536362,3871.455633,0,0.0,0.0,0.0,1.0,0.0
195501,414,1,3,3583.614349,459.723852,0,0.095221,2,1,1,10.963052,340.27004,1,0.0,0.0,1.0,1.0,0.0
44231,537,1,2,3847.442843,2141.793984,0,0.215679,1,2,1,3.465406,2013.545889,1,1.0,0.0,0.0,1.0,0.0
79220,1809,1,3,4107.18925,6097.138687,0,0.586787,0,5,0,14.518534,5960.232378,0,0.0,1.0,0.0,1.0,0.0
358233,859,3,1,2509.178057,199.015628,1,0.287783,1,3,0,41.241527,115.376359,1,1.0,0.0,0.0,1.0,0.0
228785,953,5,3,2028.678879,903.282838,0,0.108218,0,5,0,12.202854,835.660209,0,1.0,0.0,0.0,1.0,0.0
80677,1140,2,3,4341.120016,3710.839813,0,0.300278,0,5,0,12.507929,3566.135813,0,0.0,1.0,0.0,0.0,0.0
182954,907,2,1,4987.305436,2710.701913,0,0.37987,5,4,0,9.935033,2544.458399,0,0.0,0.0,1.0,1.0,0.0
257243,1636,5,1,7682.908083,755.535259,0,0.405943,2,5,0,30.218463,499.438323,0,0.0,0.0,1.0,1.0,0.0
338227,143,3,2,2102.346705,2094.123553,0,0.186975,1,4,1,15.658522,2024.04533,0,1.0,0.0,0.0,1.0,0.0
74314,807,1,1,6852.044777,4641.6624,0,0.32227,1,5,0,28.076964,4413.260907,0,1.0,0.0,0.0,0.0,0.0
243261,205,2,3,4719.799042,527.746486,0,0.17352,1,2,0,49.553181,370.419852,1,1.0,0.0,0.0,0.0,0.0
341612,1135,2,2,4335.176248,1710.577468,0,0.392049,1,4,2,16.844704,1566.071593,1,1.0,0.0,0.0,0.0,1.0
286645,844,1,3,9269.736121,1949.041716,0,0.673166,1,3,0,46.082592,1640.050512,0,1.0,0.0,0.0,1.0,0.0
360399,919,1,1,10109.091291,1198.665315,0,0.477142,3,1,0,62.601037,861.695605,0,0.0,1.0,0.0,1.0,0.0
257269,355,3,2,9916.83219,3004.378837,0,0.197667,5,1,0,79.327479,2673.817764,0,1.0,0.0,0.0,1.0,0.0
359082,884,4,2,1162.454972,3310.125133,0,0.266461,1,3,2,0.771298,3271.376634,0,0.0,0.0,0.0,1.0,0.0
363939,1217,2,2,6383.494152,4223.99968,1,0.099942,0,2,0,43.594997,4011.216542,0,1.0,0.0,0.0,1.0,0.0
197681,1963,4,3,4799.964701,5034.278118,0,0.17055,2,4,1,65.549076,4874.279295,0,1.0,0.0,0.0,1.0,0.0
365646,1477,1,3,11465.595766,3595.901579,0,0.174344,0,4,0,13.742924,3213.715053,1,1.0,0.0,0.0,0.0,0.0
63156,1055,4,2,1587.827087,3110.703767,0,0.456772,2,6,0,68.079638,3057.776198,0,0.0,0.0,0.0,0.0,0.0
35530,1433,3,2,1230.573495,712.162254,0,0.23421,1,5,0,7.211738,671.143137,1,0.0,0.0,1.0,1.0,0.0
284627,552,4,1,9120.898676,1330.275616,0,0.302359,2,2,0,71.915151,1026.24566,1,1.0,0.0,0.0,1.0,0.0
114530,1942,3,3,7431.448385,8526.761527,0,0.242537,0,5,1,80.194309,8279.046581,0,1.0,0.0,0.0,1.0,0.0
60454,613,5,1,5781.395789,3105.998073,0,0.479591,1,4,0,7.015792,2913.28488,0,0.0,0.0,0.0,0.0,1.0
154694,263,5,3,2502.102975,2009.85619,0,0.190119,2,1,0,49.905395,1926.452758,0,0.0,0.0,0.0,1.0,0.0
179736,1637,5,2,2782.339509,1346.889153,1,0.377805,1,3,0,75.683678,1254.144503,0,1.0,0.0,0.0,0.0,0.0
336685,831,3,3,5608.589186,1379.220771,1,0.136137,4,6,0,44.190082,1192.267798,0,1.0,0.0,0.0,1.0,0.0
14613,359,3,1,2339.527061,2016.279405,0,0.228161,1,3,0,2.527857,1938.29517,0,1.0,0.0,0.0,1.0,0.0
29042,1803,5,2,3171.565615,2529.223747,0,0.478057,1,3,0,13.907828,2423.504893,1,0.0,1.0,0.0,1.0,0.0
336280,1308,4,3,2256.201246,3335.879163,0,0.427438,0,2,1,77.923368,3260.672455,1,0.0,0.0,1.0,1.0,0.0
206645,1287,1,1,1520.291396,677.516677,0,0.510068,2,2,0,43.954364,626.840297,1,0.0,1.0,0.0,1.0,0.0
96921,362,3,3,9546.996831,863.451858,0,0.177134,4,1,0,51.9137,545.21863,0,1.0,0.0,0.0,1.0,0.0
379293,1776,4,2,5048.051371,1207.114905,0,0.177019,1,4,0,35.327244,1038.846526,0,0.0,0.0,0.0,0.0,0.0
246257,1190,3,2,5162.455605,818.113752,0,0.285888,1,1,0,46.709208,646.031898,0,0.0,1.0,0.0,1.0,0.0
260514,1659,4,3,4655.811431,564.07512,0,0.172637,4,3,1,2.221236,408.881405,0,1.0,0.0,0.0,0.0,0.0
76876,1766,2,1,4945.240259,9228.865248,0,0.434958,0,2,2,13.599052,9064.023906,0,0.0,1.0,0.0,0.0,0.0
269170,1556,3,3,1334.21259,3559.515936,1,0.161374,2,8,1,65.155301,3515.042183,0,1.0,0.0,0.0,0.0,1.0
115033,38,5,2,5638.682465,9805.905766,0,0.499421,1,2,0,22.17025,9617.949684,0,0.0,0.0,1.0,1.0,0.0
319567,717,5,2,4979.984283,2114.383392,0,0.317524,1,3,0,40.898589,1948.383916,0,1.0,0.0,0.0,0.0,0.0
229268,429,5,3,4651.976983,931.43349,0,0.154128,1,3,1,60.647479,776.36759,0,0.0,1.0,0.0,1.0,0.0
369100,501,2,2,1926.769293,1238.385892,0,0.480192,3,4,0,18.219545,1174.160249,0,0.0,0.0,1.0,0.0,0.0
87508,1730,2,1,8701.794402,2998.825866,0,0.231029,2,1,1,35.182929,2708.766053,0,0.0,1.0,0.0,0.0,0.0
144314,1805,2,1,2392.285429,1977.389345,0,0.115327,1,5,0,10.295443,1897.646497,1,1.0,0.0,0.0,0.0,0.0
84470,1058,4,3,12675.113481,2856.597322,0,0.306513,2,1,1,42.944535,2434.09354,1,1.0,0.0,0.0,0.0,0.0
131659,1409,2,3,1937.062131,955.220321,0,0.569477,1,5,1,1.931002,890.651583,0,0.0,0.0,0.0,1.0,0.0
128730,1109,2,1,3316.115654,2587.014565,0,0.631715,0,2,0,34.077593,2476.477377,0,0.0,1.0,0.0,0.0,0.0
124858,1949,1,2,3553.257284,1939.720893,0,0.052141,1,1,1,73.953841,1821.278983,0,1.0,0.0,0.0,1.0,0.0
375218,1567,4,2,4735.03643,1269.28582,0,0.391072,2,5,0,64.305728,1111.451272,0,1.0,0.0,0.0,0.0,0.0
104079,1940,1,1,12985.168492,3713.582284,0,0.495638,0,4,0,22.638647,3280.743335,0,0.0,0.0,1.0,0.0,0.0
281292,820,5,1,6141.344086,1704.709833,0,0.178863,0,1,0,0.82646,1499.998363,0,1.0,0.0,0.0,0.0,0.0
310016,1741,2,3,5631.482666,1497.094833,0,0.079024,2,4,0,20.142899,1309.378744,0,0.0,0.0,1.0,0.0,0.0
316248,1349,1,1,4444.561768,1860.319704,0,0.205279,1,1,1,61.83734,1712.167645,0,1.0,0.0,0.0,1.0,0.0
373762,1241,2,3,14961.161622,313.977714,0,0.271174,1,0,1,21.895267,-184.727673,0,1.0,0.0,0.0,1.0,0.0
391402,213,1,3,4018.524013,2739.618652,0,0.150043,0,2,0,60.839623,2605.667851,1,0.0,0.0,1.0,0.0,0.0
123091,1398,4,3,9902.428425,1620.694826,0,0.251052,1,1,0,21.286543,1290.613878,1,0.0,1.0,0.0,1.0,0.0
312330,377,3,3,3002.154687,4918.313787,0,0.316538,0,7,1,23.319283,4818.241964,0,1.0,0.0,0.0,1.0,0.0
630,1357,2,3,3767.095721,1827.202301,0,0.482833,2,3,0,96.161985,1701.632443,1,1.0,0.0,0.0,1.0,0.0
384924,1409,5,1,13379.480397,1018.262651,0,0.084734,0,5,0,27.472462,572.279971,1,0.0,0.0,1.0,1.0,0.0
166234,1453,4,1,8682.76397,2524.131848,0,0.343225,1,0,0,29.630281,2234.706382,0,0.0,0.0,0.0,0.0,0.0
105072,1714,3,1,3856.30303,567.752192,0,0.170632,0,1,0,2.936447,439.208758,1,1.0,0.0,0.0,0.0,1.0
62791,1622,4,2,1300.865722,1332.208308,0,0.595346,0,2,0,13.517138,1288.846117,1,0.0,0.0,1.0,1.0,0.0
126146,251,1,1,2899.786154,3582.614645,0,0.347719,1,5,0,10.254523,3485.955106,0,1.0,0.0,0.0,0.0,0.0
251260,896,3,3,1909.567299,316.886274,0,0.028389,1,1,0,14.270564,253.23403,1,1.0,0.0,0.0,0.0,1.0
23230,236,2,2,8807.588786,1350.93541,0,0.574196,0,7,2,14.886879,1057.349117,0,1.0,0.0,0.0,1.0,0.0
60579,1506,1,1,12487.290192,2306.566045,0,0.47718,1,3,0,20.158035,1890.323039,0,0.0,1.0,0.0,1.0,0.0
365228,916,3,3,463.342743,999.064977,0,0.03767,2,2,2,16.840744,983.620219,0,0.0,1.0,0.0,1.0,0.0
282596,1796,1,2,1741.897188,1249.016271,0,0.528072,1,3,0,37.82257,1190.953031,0,1.0,0.0,0.0,1.0,0.0
289696,377,3,3,9042.883423,1953.807195,0,0.299601,1,2,0,31.542635,1652.377747,0,1.0,0.0,0.0,0.0,0.0
77887,1199,2,2,7292.485916,2629.644002,0,0.413009,0,2,1,2.361616,2386.561138,0,0.0,0.0,1.0,0.0,1.0
65767,260,3,3,4046.062605,1598.796021,0,0.286294,0,5,0,14.479868,1463.927268,1,1.0,0.0,0.0,1.0,0.0
57064,1278,4,3,4509.534246,3056.091071,0,0.3292,0,4,0,81.341039,2905.773263,0,1.0,0.0,0.0,1.0,0.0
320940,526,4,1,4592.857465,1652.791538,0,0.247473,1,2,1,41.913979,1499.696289,0,0.0,0.0,1.0,0.0,1.0
9378,510,3,1,6092.38962,1147.780674,0,0.235888,0,4,0,14.248464,944.70102,1,1.0,0.0,0.0,1.0,0.0
293129,1387,1,1,6877.230805,541.147465,0,0.374798,1,4,1,21.737696,311.906438,0,1.0,0.0,0.0,0.0,0.0
350301,291,3,1,1568.496376,4165.97392,0,0.412525,0,1,0,42.813203,4113.690707,1,0.0,0.0,0.0,0.0,0.0
267063,1048,2,2,456.319612,1876.277057,0,0.29665,0,6,0,54.298895,1861.066403,0,0.0,0.0,1.0,1.0,0.0
336802,279,1,2,6724.269947,5915.94968,0,0.243471,2,5,0,35.352664,5691.807348,1,1.0,0.0,0.0,1.0,0.0
337702,1273,5,2,7369.240152,701.226952,0,0.250243,1,6,2,59.972729,455.585614,0,0.0,1.0,0.0,0.0,0.0
181167,1501,3,2,6976.377211,3742.18304,0,0.245993,1,1,0,30.21618,3509.637133,0,1.0,0.0,0.0,0.0,0.0
188388,1357,2,3,6353.902534,3144.98535,0,0.483104,1,5,0,15.973982,2933.188599,0,0.0,1.0,0.0,1.0,0.0
394139,1591,1,1,10144.22749,749.875437,0,0.347143,0,3,1,31.818202,411.734521,0,0.0,0.0,1.0,1.0,0.0
288609,1892,3,3,5996.712498,374.764086,0,0.282019,2,5,0,2.84734,174.87367,0,0.0,1.0,0.0,1.0,0.0
325593,468,5,1,2488.882516,1485.355599,0,0.413809,3,0,0,5.73172,1402.392849,0,0.0,0.0,1.0,0.0,0.0
327620,1849,1,2,5728.930276,1959.780937,0,0.508853,0,3,1,5.677579,1768.816594,0,0.0,0.0,1.0,1.0,0.0
83408,1554,3,2,7031.760398,2336.291151,0,0.232396,0,1,1,88.032261,2101.899138,0,1.0,0.0,0.0,1.0,0.0
379578,404,5,3,6371.499821,3505.342489,0,0.507974,1,5,0,7.132767,3292.959162,0,1.0,0.0,0.0,1.0,0.0
320036,478,3,1,4731.008299,1315.935983,0,0.232067,1,4,0,43.438716,1158.235707,0,0.0,0.0,1.0,1.0,0.0
136677,556,3,2,5400.595523,999.058775,0,0.161296,2,2,0,41.971616,819.038924,1,0.0,0.0,1.0,1.0,0.0
354167,1047,1,1,3208.559822,701.32062,0,0.336226,1,5,0,34.225594,594.368626,0,0.0,0.0,1.0,1.0,0.0
94721,1118,3,3,5469.509324,694.980177,0,0.537412,1,2,1,34.258317,512.663199,0,1.0,0.0,0.0,1.0,0.0
243432,225,1,2,14385.742693,8810.082439,0,0.322315,1,6,0,4.264058,8330.557682,0,0.0,1.0,0.0,1.0,0.0
369988,82,3,2,1704.514305,1946.781059,0,0.177074,2,3,0,3.999298,1889.963915,1,0.0,0.0,1.0,0.0,0.0
371989,1599,5,2,2068.776792,3379.734916,0,0.443,0,5,0,4.366238,3310.775689,0,1.0,0.0,0.0,1.0,0.0
54044,582,2,1,10990.268165,1092.640044,0,0.166943,1,1,0,16.173306,726.297772,1,1.0,0.0,0.0,1.0,0.0
342509,1249,4,1,1444.883076,1758.211111,0,0.378561,0,3,0,118.775143,1710.048342,0,1.0,0.0,0.0,1.0,0.0
224901,1212,2,3,2584.823866,560.472142,0,0.572032,0,3,1,12.421203,474.311347,0,1.0,0.0,0.0,0.0,0.0
74491,1396,4,3,2827.488078,8335.963856,0,0.236225,0,2,0,34.409406,8241.714254,0,0.0,1.0,0.0,1.0,0.0
220942,1450,2,2,2413.53557,5332.434959,0,0.417122,1,5,0,0.116613,5251.983773,0,1.0,0.0,0.0,1.0,0.0
391869,1365,1,1,3922.836836,2786.261416,0,0.45922,1,3,0,44.99716,2655.500188,0,1.0,0.0,0.0,0.0,0.0
223306,1655,5,2,2240.971146,1933.957335,0,0.319964,1,5,0,33.30024,1859.258297,0,1.0,0.0,0.0,0.0,0.0
396256,1656,4,1,5582.268342,1731.702567,0,0.113463,1,3,0,0.41198,1545.626955,0,1.0,0.0,0.0,0.0,0.0
247505,776,4,2,3319.652903,1401.235025,0,0.112921,1,1,0,16.275111,1290.579929,1,0.0,0.0,0.0,1.0,0.0
72688,1637,5,1,10246.306701,4562.929331,0,0.1951,2,3,0,22.925908,4221.385775,0,0.0,1.0,0.0,1.0,0.0
277682,1903,3,1,2877.270407,571.546915,0,0.106711,1,1,1,29.250411,475.637902,0,0.0,0.0,1.0,1.0,0.0
246021,1432,2,2,2876.238889,617.294661,0,0.083336,1,2,0,29.710176,521.420031,0,0.0,0.0,0.0,1.0,0.0
318337,1513,3,2,16708.778159,630.865222,0,0.326978,1,5,2,62.413422,73.90595,0,0.0,1.0,0.0,1.0,0.0
212907,699,1,3,9222.986459,764.183582,0,0.247913,2,6,0,3.335531,456.7507,0,1.0,0.0,0.0,1.0,0.0
91984,905,2,3,2772.574702,6402.308752,0,0.432859,0,1,0,27.294627,6309.889595,1,0.0,0.0,0.0,0.0,0.0
223013,1870,5,3,8872.326059,2998.310661,0,0.352099,0,1,0,39.02532,2702.566459,0,0.0,1.0,0.0,0.0,0.0
88035,762,5,1,1531.982112,849.736897,0,0.076513,1,7,1,13.344827,798.670827,0,1.0,0.0,0.0,1.0,0.0
129738,380,4,2,9783.704845,706.713838,0,0.262381,2,3,0,45.636967,380.590343,0,0.0,1.0,0.0,1.0,0.0
70786,362,1,1,7317.58259,1828.186863,0,0.792554,3,2,0,10.222996,1584.267444,0,0.0,0.0,0.0,0.0,0.0
289075,1543,5,1,4188.648319,1840.603981,0,0.323732,0,3,0,35.620723,1700.98237,0,0.0,1.0,0.0,1.0,0.0
230839,1634,2,1,1575.66163,3136.505177,0,0.28814,0,5,0,23.561706,3083.983123,1,1.0,0.0,0.0,1.0,0.0
161125,956,5,2,8413.418441,3599.222228,0,0.23273,0,4,0,28.983165,3318.774947,1,0.0,1.0,0.0,1.0,0.0
396054,145,1,1,1238.477396,493.985081,0,0.241542,1,0,0,20.776185,452.702501,0,1.0,0.0,0.0,1.0,0.0
148485,1934,2,1,3868.817131,2217.587308,0,0.31934,0,5,0,28.322392,2088.626737,0,0.0,0.0,0.0,0.0,0.0
285159,1232,1,3,7533.692906,1577.205285,0,0.182691,2,3,2,20.636065,1326.082188,0,1.0,0.0,0.0,0.0,0.0
101916,1057,2,2,2220.998959,718.810408,0,0.258466,1,5,1,41.631329,644.777109,0,0.0,0.0,1.0,1.0,0.0
258776,1278,4,1,1252.174603,3213.641616,0,0.356242,1,4,0,45.242571,3171.902463,1,1.0,0.0,0.0,1.0,0.0
52761,845,5,1,4630.437258,826.991682,0,0.235588,3,5,0,21.481402,672.643774,0,1.0,0.0,0.0,1.0,0.0
244686,1625,5,1,7581.049141,4391.849225,0,0.196879,1,3,2,1.40851,4139.147587,1,1.0,0.0,0.0,1.0,0.0
325002,1119,1,3,1695.974308,1784.027245,0,0.085081,0,2,0,72.901681,1727.494768,0,0.0,1.0,0.0,1.0,0.0
266692,1879,1,3,3715.321816,2189.807417,1,0.659572,0,5,0,81.899469,2065.963357,1,1.0,0.0,0.0,0.0,0.0
115468,956,5,2,3139.290867,1703.717673,1,0.400154,2,3,1,71.305524,1599.074645,0,0.0,1.0,0.0,1.0,0.0
225928,1324,3,2,2327.915871,689.746299,0,0.284117,1,2,0,67.202464,612.149103,1,0.0,1.0,0.0,1.0,0.0
231711,1154,3,3,3438.615412,882.805467,0,0.496851,1,2,0,0.239744,768.184953,0,0.0,0.0,0.0,1.0,0.0
353206,1031,4,2,6647.452863,824.261117,0,0.069155,0,3,0,16.185109,602.679355,0,0.0,1.0,0.0,1.0,0.0
58899,1726,5,1,4563.156391,1778.263035,0,0.436802,2,2,0,26.906512,1626.157822,0,0.0,1.0,0.0,0.0,0.0
39513,406,3,2,3267.90979,2042.229863,0,0.532103,0,1,0,40.250836,1933.299536,0,0.0,1.0,0.0,1.0,0.0
272827,629,5,1,1451.53748,1923.334516,0,0.341122,0,5,0,8.31677,1874.949934,0,1.0,0.0,0.0,1.0,0.0
6223,71,2,1,2415.420614,5916.008632,0,0.382842,3,5,0,36.345092,5835.494612,0,0.0,1.0,0.0,1.0,0.0
157090,436,4,3,8654.705909,646.969326,0,0.437117,2,1,1,53.023902,358.479129,1,1.0,0.0,0.0,1.0,0.0
31697,1516,3,3,5120.162247,1808.273081,0,0.184701,0,3,1,34.208039,1637.601006,0,0.0,1.0,0.0,1.0,0.0
